ISO3,ADM0_NAME,ADM0_PCODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,UNIQUE,NESTING,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
NGA,NIGERIA,,OGUN,NG028,ODOGBOLU,NG028017,1,True,76756,78973,155729,9098,9069,9626,8571,6858,5792,4835,4894,3846,3480,2283,2859,1516,1620,911,981,517,9487,9576,10381,9656,8109,6292,4977,4399,3771,3392,2278,2406,1254,1272,823,640,260,18585,18645,20007,18227,14967,12084,9812,9293,7617,6872,4561,5265,2770,2892,1734,1621,777
NGA,NIGERIA,,OGUN,NG028,OGUN WATERSIDE,NG028018,1,True,38613,38974,77587,4662,4823,4991,4336,3343,2752,2503,2422,2048,1827,1320,1176,826,732,433,261,158,4883,5033,5105,4795,3859,2880,2418,2039,1970,1619,1269,981,776,633,324,246,144,9545,9856,10096,9131,7202,5632,4921,4461,4018,3446,2589,2157,1602,1365,757,507,302
NGA,NIGERIA,,OGUN,NG028,REMO NORTH,NG028019,1,True,41852,41500,83352,4885,5143,4939,4472,3378,3023,2669,2632,2126,1930,1598,1353,1012,1175,682,505,330,5007,5442,5227,4924,3996,3212,2559,2325,1975,1807,1290,1254,597,866,440,384,195,9892,10585,10166,9396,7374,6235,5228,4957,4101,3737,2888,2607,1609,2041,1122,889,525
NGA,NIGERIA,,OGUN,NG028,SHAGAMU,NG028020,1,True,184335,182028,366363,25707,22413,22554,18185,15940,14645,12935,11640,9182,7427,5836,5200,4060,3501,2473,1521,1116,25779,22081,20218,17926,18008,16529,14573,13140,9519,7586,4852,4339,2558,2240,1261,963,456,51486,44494,42772,36111,33948,31174,27508,24780,18701,15013,10688,9539,6618,5741,3734,2484,1572
NGA,NIGERIA,,OGUN,NG028,Egbado North,NG028004,1,True,96104,90711,186815,13360,12578,11207,9349,7350,6891,6091,5754,4613,4419,3370,3473,2436,2450,1403,885,475,13290,12773,11403,9748,7660,6377,5589,5001,4416,3628,2824,2428,1892,1716,1018,656,292,26650,25351,22610,19097,15010,13268,11680,10755,9029,8047,6194,5901,4328,4166,2421,1541,767
NGA,NIGERIA,,OGUN,NG028,Egbado South,NG028005,1,True,89535,83820,173355,12944,11110,10286,8557,7639,6864,5729,4884,4175,3700,3072,2957,2252,2464,1340,1066,496,12932,11035,9905,8692,7825,6790,5689,5067,3813,3407,2261,2075,1441,1444,750,473,221,25876,22145,20191,17249,15464,13654,11418,9951,7988,7107,5333,5032,3693,3908,2090,1539,717
NGA,NIGERIA,,ONDO,NG029,AKOKO NORTH EAST,NG029001,1,True,130182,138903,269085,14939,16025,17706,15865,11480,9488,8275,8149,6501,6031,4331,3854,2997,1768,1331,790,652,15480,16843,18980,18367,16830,11128,7931,6922,6371,5447,4409,3205,2667,1836,1326,775,386,30419,32868,36686,34232,28310,20616,16206,15071,12872,11478,8740,7059,5664,3604,2657,1565,1038
NGA,NIGERIA,,ONDO,NG029,AKOKO NORTH WEST,NG029002,1,True,162965,164861,327826,17917,19937,21273,18918,13610,11695,10573,10520,8528,8013,5687,5757,3785,2958,2142,841,811,18810,21088,22214,20716,16136,11883,9555,8709,8347,7072,5893,4447,3749,2825,1772,974,671,36727,41025,43487,39634,29746,23578,20128,19229,16875,15085,11580,10204,7534,5783,3914,1815,1482
NGA,NIGERIA,,ONDO,NG029,AKOKO SOUTH EAST,NG029003,1,True,62197,64510,126707,7085,7871,8925,7789,5026,4316,3864,3880,3075,2766,2081,1749,1224,1163,676,440,267,7543,8589,9766,8965,5998,4349,3613,3275,3076,2585,2142,1436,1123,746,618,428,258,14628,16460,18691,16754,11024,8665,7477,7155,6151,5351,4223,3185,2347,1909,1294,868,525
NGA,NIGERIA,,ONDO,NG029,AKOKO SOUTH WEST,NG029004,1,True,175099,175900,350999,19257,21464,22429,20451,16448,13052,11095,11286,9012,8483,6022,5276,4277,2988,1796,1036,727,20264,22807,23679,22095,17656,13074,10259,9169,8741,7603,6272,4108,3534,2717,2169,1168,585,39521,44271,46108,42546,34104,26126,21354,20455,17753,16086,12294,9384,7811,5705,3965,2204,1312
NGA,NIGERIA,,ONDO,NG029,AKURE NORTH,NG029005,1,True,84909,87460,172369,10732,10314,11365,9825,7327,6316,5407,5202,4177,3691,2541,2803,1989,1480,815,587,338,11146,10903,10744,10089,8538,6816,5659,5254,4425,3719,2883,2332,1777,1428,931,526,290,21878,21217,22109,19914,15865,13132,11066,10456,8602,7410,5424,5135,3766,2908,1746,1113,628
NGA,NIGERIA,,ONDO,NG029,AKURE SOUTH,NG029006,1,True,237806,237086,474892,29977,27105,27662,24948,22885,20179,17535,15993,12667,10766,7677,6618,4797,3575,2374,1684,1364,30806,27391,26911,26073,26137,21826,17918,15839,11295,10511,6626,6617,3265,3058,1357,966,490,60783,54496,54573,51021,49022,42005,35453,31832,23962,21277,14303,13235,8062,6633,3731,2650,1854
NGA,NIGERIA,,ONDO,NG029,ESE-ODO,NG029007,1,True,107288,108018,215306,13027,13521,13412,11898,8959,7746,7017,6883,5634,4911,3778,3136,2697,2499,979,830,361,13587,14607,14370,13201,10374,7738,6402,5472,5396,4648,3282,2973,2199,1340,1582,501,346,26614,28128,27782,25099,19333,15484,13419,12355,11030,9559,7060,6109,4896,3839,2561,1331,707
NGA,NIGERIA,,ONDO,NG029,IDANRE,NG029008,1,True,81989,89185,171174,12371,10417,9688,8224,6894,6375,5637,5030,4010,3266,2892,2020,1847,1447,889,555,427,12679,10922,10414,9998,8289,7373,6366,5661,4427,3594,2604,2010,1621,1465,806,627,329,25050,21339,20102,18222,15183,13748,12003,10691,8437,6860,5496,4030,3468,2912,1695,1182,756
NGA,NIGERIA,,ONDO,NG029,IFEDORE,NG029009,1,True,130540,133556,264096,14249,16854,17570,15313,10782,9083,8073,8410,6744,6445,4221,4867,2935,2506,1230,634,624,14978,18126,18823,17100,13071,9359,7356,6640,6549,5752,4670,3426,2876,2358,1355,753,364,29227,34980,36393,32413,23853,18442,15429,15050,13293,12197,8891,8293,5811,4864,2585,1387,988
NGA,NIGERIA,,ONDO,NG029,ILAJE,NG029010,1,True,195215,199109,394324,23332,24360,24659,22152,16515,14216,12823,12660,10280,9357,6650,6150,4910,3414,1579,1195,963,24647,26225,26317,24593,19340,14259,11692,10669,10002,8549,7068,4912,4417,2714,1649,1284,772,47979,50585,50976,46745,35855,28475,24515,23329,20282,17906,13718,11062,9327,6128,3228,2479,1735
NGA,NIGERIA,,ONDO,NG029,Ile-Oluji-Okeigbo,NG029011,1,True,109774,112008,221782,12902,14464,14902,12290,9054,7990,7102,6781,5454,4886,3687,3231,2189,2120,1457,750,515,13571,15140,15517,13865,10613,8165,6783,6022,5418,4560,3524,2607,1933,1823,1249,784,434,26473,29604,30419,26155,19667,16155,13885,12803,10872,9446,7211,5838,4122,3943,2706,1534,949
NGA,NIGERIA,,ONDO,NG029,IRELE,NG029012,1,True,89570,91288,180858,11281,11866,11784,9875,7556,6651,5816,5561,4428,3827,3078,2386,1849,1421,1006,585,600,11770,12690,12504,11156,8738,6578,5503,4718,4478,3545,3127,1725,1647,1292,944,496,377,23051,24556,24288,21031,16294,13229,11319,10279,8906,7372,6205,4111,3496,2713,1950,1081,977
NGA,NIGERIA,,ONDO,NG029,ODIGBO,NG029013,1,True,152250,152484,304734,20399,20158,19600,15727,12548,11441,10412,9117,7799,6334,5398,4202,3758,2571,1492,776,518,20746,20602,19520,17546,14011,11467,9858,8879,7366,5853,4602,3622,3115,2511,1501,871,414,41145,40760,39120,33273,26559,22908,20270,17996,15165,12187,10000,7824,6873,5082,2993,1647,932
NGA,NIGERIA,,ONDO,NG029,OKITIPUPA,NG029014,1,True,135022,135591,270613,16289,16830,17693,15620,11449,9703,8675,8519,6791,6191,4450,4141,2846,2540,1584,1057,644,17018,17686,18474,17001,13364,9791,7960,7223,6474,5651,4297,3476,2567,2317,1058,776,458,33307,34516,36167,32621,24813,19494,16635,15742,13265,11842,8747,7617,5413,4857,2642,1833,1102
NGA,NIGERIA,,ONDO,NG029,ONDO EAST,NG029015,1,True,47164,48760,95924,6078,6330,6546,5145,3543,3143,2976,2679,2430,2064,1694,1353,1232,906,535,339,171,6017,6577,6671,5804,4420,3611,3030,2654,2205,1889,1498,1214,1066,1022,573,353,156,12095,12907,13217,10949,7963,6754,6006,5333,4635,3953,3192,2567,2298,1928,1108,692,327
NGA,NIGERIA,,ONDO,NG029,ONDO WEST,NG029016,1,True,185676,178479,364155,23453,22073,23150,19917,15913,14111,12261,10983,9012,7732,6701,5246,5150,4170,2754,1863,1187,23373,22015,22401,20998,18208,14692,11908,10317,8102,6914,5075,4284,3307,3116,1966,1252,551,46826,44088,45551,40915,34121,28803,24169,21300,17114,14646,11776,9530,8457,7286,4720,3115,1738
NGA,NIGERIA,,ONDO,NG029,OSE,NG029017,1,True,96255,98361,194616,11509,12129,12585,11043,7697,6922,6286,6138,5032,4642,3257,3148,2372,1618,761,646,470,12033,12964,13378,12177,9227,7034,5729,5218,4917,4265,3580,2203,1932,1744,1137,499,324,23542,25093,25963,23220,16924,13956,12015,11356,9949,8907,6837,5351,4304,3362,1898,1145,794
NGA,NIGERIA,,ONDO,NG029,OWO,NG029018,1,True,136124,137825,273949,16875,16692,16704,14536,11991,9927,8825,8211,6789,6016,4928,4137,3289,2802,2023,1358,1021,17254,17604,18000,16699,14275,10629,8676,7475,6463,5307,4250,3298,2560,2360,1455,965,555,34129,34296,34704,31235,26266,20556,17501,15686,13252,11323,9178,7435,5849,5162,3478,2323,1576
NGA,NIGERIA,,OSUN,NG030,Atakumosa East,NG030003,1,True,48012,49623,97635,5608,5850,6055,5270,3842,3478,3062,3023,2533,2254,1788,1687,1259,1119,645,321,218,5938,6282,6449,6035,4704,3587,3005,2695,2464,2124,1629,1435,1101,898,721,342,214,11546,12132,12504,11305,8546,7065,6067,5718,4997,4378,3417,3122,2360,2017,1366,663,432
NGA,NIGERIA,,OSUN,NG030,Atakumosa West,NG030004,1,True,43204,44483,87687,4674,5069,5527,4946,3661,3128,2820,2706,2347,2076,1681,1407,1207,780,702,270,203,4925,5441,5922,5554,4447,3342,2672,2380,2234,1883,1639,1172,1086,786,534,280,186,9599,10510,11449,10500,8108,6470,5492,5086,4581,3959,3320,2579,2293,1566,1236,550,389
NGA,NIGERIA,,OSUN,NG030,Aiyedade,NG030001,1,True,101556,104135,205691,11203,12227,12806,11958,8528,7388,6584,6370,5356,5123,3761,3341,2490,2039,1161,712,509,11670,12826,13594,13389,10707,7779,6182,5485,5175,4496,3743,2806,2401,1787,1121,604,370,22873,25053,26400,25347,19235,15167,12766,11855,10531,9619,7504,6147,4891,3826,2282,1316,879
NGA,NIGERIA,,OSUN,NG030,Aiyedire,NG030002,1,True,61295,60528,121823,7034,7904,7865,6841,4974,4331,3748,3858,3210,2767,2109,2059,1425,1919,706,410,135,7379,8041,8016,7734,5459,4411,3529,3219,3012,2721,1962,1519,1255,976,590,440,265,14413,15945,15881,14575,10433,8742,7277,7077,6222,5488,4071,3578,2680,2895,1296,850,400
NGA,NIGERIA,,OSUN,NG030,BOLUWADURO,NG030005,1,True,46966,48109,95075,5680,5918,5912,5297,4017,3465,2938,3066,2346,2207,1567,1590,807,947,640,372,197,5952,6311,6373,5744,4681,3552,2825,2578,2393,2062,1674,1236,1105,798,403,269,153,11632,12229,12285,11041,8698,7017,5763,5644,4739,4269,3241,2826,1912,1745,1043,641,350
NGA,NIGERIA,,OSUN,NG030,BORIPE,NG030006,1,True,93680,97503,191183,10678,11349,11921,11079,8799,6936,6002,6194,5024,4196,2806,3617,1424,2017,659,659,320,11378,12297,12656,12330,10727,7536,5596,5007,4756,4263,3325,2519,2019,1212,678,854,350,22056,23646,24577,23409,19526,14472,11598,11201,9780,8459,6131,6136,3443,3229,1337,1513,670
NGA,NIGERIA,,OSUN,NG030,EDE NORTH,NG030007,1,True,40631,41179,81810,4674,4831,4901,4609,3974,3099,2531,2495,2066,1921,1434,1285,1010,782,499,337,183,5000,5142,5210,5093,4783,3384,2418,2139,1894,1659,1315,973,754,667,428,180,140,9674,9973,10111,9702,8757,6483,4949,4634,3960,3580,2749,2258,1764,1449,927,517,323
NGA,NIGERIA,,OSUN,NG030,EDE SOUTH,NG030008,1,True,36449,37233,73682,4331,4542,4707,4211,3184,2657,2317,2270,1869,1669,1231,1116,842,711,374,237,181,4551,4816,5052,4793,3724,2673,2160,1951,1795,1531,1196,975,771,557,350,210,128,8882,9358,9759,9004,6908,5330,4477,4221,3664,3200,2427,2091,1613,1268,724,447,309
NGA,NIGERIA,,OSUN,NG030,EGBEDORE,NG030009,1,True,58743,59536,118279,6713,7010,7552,6759,5219,4348,3721,3947,3091,3019,2093,1876,1093,1263,586,243,210,7055,7553,7767,7353,5953,4583,3497,3267,2915,2565,2086,1761,1427,926,328,355,145,13768,14563,15319,14112,11172,8931,7218,7214,6006,5584,4179,3637,2520,2189,914,598,355
NGA,NIGERIA,,OSUN,NG030,EJIGBO,NG030010,1,True,108710,111767,220477,12245,13308,14580,12711,8915,7737,7109,7280,5606,5249,3732,3218,2395,2200,1329,604,492,12973,14483,15935,14430,10499,7826,6471,6057,5525,4911,3734,2891,2039,1818,917,793,465,25218,27791,30515,27141,19414,15563,13580,13337,11131,10160,7466,6109,4434,4018,2246,1397,957
NGA,NIGERIA,,OSUN,NG030,IFE CENTRAL,NG030011,1,True,129535,147763,277298,11015,11680,13909,15880,18773,12734,7946,7186,6331,5947,4796,4741,2876,2452,1512,1082,675,11417,12410,13713,18930,29346,18174,10027,7159,6335,5474,4231,3843,2594,1969,1116,699,326,22432,24090,27622,34810,48119,30908,17973,14345,12666,11421,9027,8584,5470,4421,2628,1781,1001
NGA,NIGERIA,,OSUN,NG030,IFE EAST,NG030012,1,True,155358,157443,312801,16878,18678,20317,18343,13896,12076,9726,9181,7530,7326,5355,5127,3705,3120,1974,1330,796,18515,19391,20645,19419,16322,12660,10104,8626,7544,6557,5246,4063,2753,2597,1446,1114,441,35393,38069,40962,37762,30218,24736,19830,17807,15074,13883,10601,9190,6458,5717,3420,2444,1237
NGA,NIGERIA,,OSUN,NG030,IFE NORTH,NG030013,1,True,77240,76513,153753,8615,9293,10213,9325,6448,5495,4809,4926,3918,3759,2639,2641,1769,1673,772,645,300,9043,10031,9957,9306,7421,5582,4471,4214,3878,3298,2871,1933,1616,1209,930,451,302,17658,19324,20170,18631,13869,11077,9280,9140,7796,7057,5510,4574,3385,2882,1702,1096,602
NGA,NIGERIA,,OSUN,NG030,IFE SOUTH,NG030014,1,True,88567,90218,178785,10008,10686,10815,9349,7278,6362,5696,5349,4676,4263,3661,3217,3134,2051,1125,585,312,10674,11238,11515,10775,8735,6916,5643,4965,4475,3691,3110,2267,2071,1680,1333,757,373,20682,21924,22330,20124,16013,13278,11339,10314,9151,7954,6771,5484,5205,3731,2458,1342,685
NGA,NIGERIA,,OSUN,NG030,IFEDAYO,NG030015,1,True,24449,25252,49701,2787,3057,3205,2699,2090,1798,1630,1679,1251,1223,750,841,629,264,206,298,42,2884,3245,3554,3094,2285,1864,1515,1437,1262,1024,943,650,571,369,270,125,160,5671,6302,6759,5793,4375,3662,3145,3116,2513,2247,1693,1491,1200,633,476,423,202
NGA,NIGERIA,,OSUN,NG030,IFELODUN,NG030016,1,True,52718,53215,105933,6143,6591,6986,6046,4464,3881,3380,3449,2716,2367,1698,1704,1234,935,548,334,242,6437,6976,7282,6525,5159,3892,3150,2827,2626,2337,1742,1365,911,947,519,330,190,12580,13567,14268,12571,9623,7773,6530,6276,5342,4704,3440,3069,2145,1882,1067,664,432
NGA,NIGERIA,,OSUN,NG030,ILA,NG030017,1,True,40011,40908,80919,4784,4957,4938,4402,3506,3036,2566,2572,1969,1926,1213,1616,922,582,445,315,262,5082,5240,5228,4858,4159,3134,2418,2054,2049,1777,1363,1162,678,766,537,202,201,9866,10197,10166,9260,7665,6170,4984,4626,4018,3703,2576,2778,1600,1348,982,517,463
NGA,NIGERIA,,OSUN,NG030,Ilesha East,NG030018,1,True,70091,69731,139822,7856,8293,8871,7759,6294,5058,4350,4244,3500,3340,2363,2447,1657,1658,1180,702,519,8049,8370,8968,8559,7393,5556,4342,3806,3377,2988,2272,1925,1248,1298,764,595,221,15905,16663,17839,16318,13687,10614,8692,8050,6877,6328,4635,4372,2905,2956,1944,1297,740
NGA,NIGERIA,,OSUN,NG030,Ilesha West,NG030019,1,True,71708,69962,141670,7755,8153,8982,8041,6252,5233,4289,4468,3725,3432,2581,2570,1787,1740,1208,885,607,8270,8476,8900,8499,7244,5534,4369,3739,3465,3016,2244,1934,1254,1411,760,568,279,16025,16629,17882,16540,13496,10767,8658,8207,7190,6448,4825,4504,3041,3151,1968,1453,886
NGA,NIGERIA,,OSUN,NG030,IREPODUN,NG030020,1,True,74692,76396,151088,8749,9383,9720,8642,6703,5767,4783,5036,3984,3531,2403,2431,1494,1009,563,380,114,8983,9744,9944,9718,8187,6411,4053,3847,3835,3319,2824,1796,1409,1239,591,310,186,17732,19127,19664,18360,14890,12178,8836,8883,7819,6850,5227,4227,2903,2248,1154,690,300
NGA,NIGERIA,,OSUN,NG030,IREWOLE,NG030021,1,True,113112,112804,225916,13283,14031,14124,12599,9360,8160,7094,7078,6076,5582,4140,3848,3035,2096,1431,678,497,13430,14825,14871,14145,10937,8289,6662,5769,5549,4736,3984,2795,2354,1929,1433,640,456,26713,28856,28995,26744,20297,16449,13756,12847,11625,10318,8124,6643,5389,4025,2864,1318,953
NGA,NIGERIA,,OSUN,NG030,ISOKAN,NG030022,1,True,80614,80843,161457,9504,10156,10238,8963,6800,6001,5300,5197,4256,3894,2806,2539,1873,1344,907,480,356,9920,10792,10615,9946,7536,5924,4859,4295,4138,3497,2909,2004,1727,1129,721,506,325,19424,20948,20853,18909,14336,11925,10159,9492,8394,7391,5715,4543,3600,2473,1628,986,681
NGA,NIGERIA,,OSUN,NG030,IWO,NG030023,1,True,150895,151690,302585,17424,18492,20338,17305,12572,10640,9612,9714,7865,7239,4956,5140,3600,2736,1698,886,678,18401,19717,20655,18627,14784,10907,8945,8064,7420,6598,5490,3563,2964,2625,1527,831,572,35825,38209,40993,35932,27356,21547,18557,17778,15285,13837,10446,8703,6564,5361,3225,1717,1250
NGA,NIGERIA,,OSUN,NG030,OBOKUN,NG030024,1,True,95641,98607,194248,10628,11557,12486,11239,8518,6962,5975,6159,4684,4517,2901,3697,2442,1520,1308,707,341,11499,12426,13121,12272,10496,7414,5649,5022,4835,4284,3290,2675,2188,1613,908,600,315,22127,23983,25607,23511,19014,14376,11624,11181,9519,8801,6191,6372,4630,3133,2216,1307,656
NGA,NIGERIA,,OSUN,NG030,Odo-Otin,NG030025,1,True,89925,94742,184667,10718,11536,12189,10609,7468,6502,5785,6182,4610,3987,2453,3501,1801,1554,590,240,200,11557,12899,13054,11445,8530,7190,5398,5479,5052,3756,3016,2809,1618,1465,881,370,223,22275,24435,25243,22054,15998,13692,11183,11661,9662,7743,5469,6310,3419,3019,1471,610,423
NGA,NIGERIA,,OSUN,NG030,Ola-oluwa,NG030026,1,True,62673,65589,128262,7260,7820,7970,7275,5070,4369,4111,4357,3453,3256,1767,2880,1157,806,408,530,184,7724,8265,8772,8122,6364,4738,3797,3500,3400,2956,2381,1782,1701,1097,457,313,220,14984,16085,16742,15397,11434,9107,7908,7857,6853,6212,4148,4662,2858,1903,865,843,404
NGA,NIGERIA,,OSUN,NG030,OLORUNDA,NG030027,1,True,89564,91643,181207,10694,10988,11283,10154,7744,6705,5765,5813,4626,4144,2881,3062,1569,1951,893,818,474,11286,11916,11983,11190,9086,6858,5434,4979,4475,3902,2805,2745,1639,1608,756,696,285,21980,22904,23266,21344,16830,13563,11199,10792,9101,8046,5686,5807,3208,3559,1649,1514,759
NGA,NIGERIA,,OSUN,NG030,ORIADE,NG030028,1,True,117651,119592,237243,13311,14116,15225,13600,10045,8460,7558,7709,6128,5717,4459,3326,2184,2637,1495,1222,459,14138,15222,15944,15421,11811,8686,7016,6262,5944,5192,4227,2978,2072,1946,1359,876,498,27449,29338,31169,29021,21856,17146,14574,13971,12072,10909,8686,6304,4256,4583,2854,2098,957
NGA,NIGERIA,,OSUN,NG030,OROLU,NG030029,1,True,63516,66400,129916,7671,8079,8153,7271,5205,4759,4071,3926,3415,3147,2447,1844,1425,1358,433,157,155,8230,8761,8787,7772,6472,4862,3964,3629,3341,2762,2456,1573,1751,835,643,367,195,15901,16840,16940,15043,11677,9621,8035,7555,6756,5909,4903,3417,3176,2193,1076,524,350
NGA,NIGERIA,,OSUN,NG030,OSOGBO,NG030030,1,True,98265,99862,198127,11722,12002,12522,10986,8551,7524,6454,6346,4956,4564,3338,3035,2151,1826,1149,656,483,12469,12582,12799,12258,10007,7718,6157,5533,4885,4306,3178,2827,1847,1762,800,442,292,24191,24584,25321,23244,18558,15242,12611,11879,9841,8870,6516,5862,3998,3588,1949,1098,775
NGA,NIGERIA,,OYO,NG031,AFIJIO,NG031001,1,True,92066,91838,183904,8681,10443,10986,10474,9151,7337,5680,5812,4382,4514,3035,3777,2386,2715,1249,951,493,9009,10467,10887,11268,10194,7726,5790,5018,4810,3949,3142,2691,2131,2226,1271,838,421,17690,20910,21873,21742,19345,15063,11470,10830,9192,8463,6177,6468,4517,4941,2520,1789,914
NGA,NIGERIA,,OYO,NG031,AKINYELE,NG031002,1,True,140687,138371,279058,18205,17392,16927,13528,11081,10357,9355,8248,7253,5992,5190,5189,4026,3445,2222,1388,889,18635,17192,16770,14249,12171,10716,9609,8625,7065,6186,4446,4211,2921,2659,1415,945,556,36840,34584,33697,27777,23252,21073,18964,16873,14318,12178,9636,9400,6947,6104,3637,2333,1445
NGA,NIGERIA,,OYO,NG031,ATIBA,NG031003,1,True,120699,120240,240939,15074,15765,16612,13831,10119,8991,7522,7179,5703,5138,3746,3472,2472,2311,1304,989,471,15553,16352,15717,14174,11462,9071,7590,6725,5819,4850,3755,2783,2002,1901,1230,794,462,30627,32117,32329,28005,21581,18062,15112,13904,11522,9988,7501,6255,4474,4212,2534,1783,933
NGA,NIGERIA,,OYO,NG031,Atigbo,NG031004,1,True,104384,110419,214803,12666,13915,13897,11504,8519,7326,7054,7052,5448,5108,2970,4014,1871,1674,605,512,249,13493,15299,15498,13626,10151,7390,6460,6121,5849,4715,3435,2813,2141,1647,1101,394,286,26159,29214,29395,25130,18670,14716,13514,13173,11297,9823,6405,6827,4012,3321,1706,906,535
NGA,NIGERIA,,OYO,NG031,EGBEDA,NG031005,1,True,278480,262436,540916,35788,33928,34173,27893,23176,21338,19813,18116,15086,13343,9735,9017,5806,4891,2946,2006,1425,36332,33591,32432,28095,23951,20128,17515,16379,13162,11736,8632,8340,4668,3902,1808,1160,605,72120,67519,66605,55988,47127,41466,37328,34495,28248,25079,18367,17357,10474,8793,4754,3166,2030
NGA,NIGERIA,,OYO,NG031,IBADAN NORTH,NG031006,1,True,138007,135924,273931,16455,15245,15701,13619,13553,12076,9518,8339,6839,6050,5171,5089,3498,3024,1826,1250,754,16908,14838,14198,12924,15045,14193,10899,8826,6560,5742,4132,4379,2473,2515,1154,803,335,33363,30083,29899,26543,28598,26269,20417,17165,13399,11792,9303,9468,5971,5539,2980,2053,1089
NGA,NIGERIA,,OYO,NG031,IBADAN NORTH EAST,NG031007,1,True,175778,171757,347535,22037,20674,21015,17971,15890,14204,12100,10487,8686,7629,6210,5640,4582,3701,2332,1638,982,22765,21113,20598,18595,17297,14964,12161,10173,8093,6908,4899,4645,3178,3040,1657,1148,523,44802,41787,41613,36566,33187,29168,24261,20660,16779,14537,11109,10285,7760,6741,3989,2786,1505
NGA,NIGERIA,,OYO,NG031,IBADAN NORTH WEST,NG031008,1,True,71495,68419,139914,8459,8037,8085,7254,6632,5610,4829,4271,3516,3228,2784,2640,2072,1714,1119,774,471,8671,7726,7551,6975,7255,6435,5074,4293,3303,2869,2071,2215,1297,1332,657,500,195,17130,15763,15636,14229,13887,12045,9903,8564,6819,6097,4855,4855,3369,3046,1776,1274,666
NGA,NIGERIA,,OYO,NG031,IBADAN SOUTH EAST,NG031009,1,True,140087,134108,274195,19495,16991,16474,12746,11379,11442,10245,8680,6707,5612,4756,4414,3966,3119,1919,1313,829,19802,17093,15719,13206,11753,11110,10424,8811,6535,5305,3570,3558,2438,2384,1211,805,384,39297,34084,32193,25952,23132,22552,20669,17491,13242,10917,8326,7972,6404,5503,3130,2118,1213
NGA,NIGERIA,,OYO,NG031,IBADAN SOUTH WEST,NG031010,1,True,128206,124102,252308,14599,13756,14717,12379,11259,10156,8889,8175,6518,6004,4941,5201,3796,3384,2061,1477,894,14865,13562,13325,12389,12850,11554,9636,8505,6575,5416,3730,4062,2375,2604,1249,1042,363,29464,27318,28042,24768,24109,21710,18525,16680,13093,11420,8671,9263,6171,5988,3310,2519,1257
NGA,NIGERIA,,OYO,NG031,IBARAPA CENTRAL,NG031011,1,True,84153,84602,168755,9442,10151,10399,9507,7281,6132,5474,5379,4298,4058,2760,3212,1842,1807,1113,887,411,9904,10783,10682,10291,8409,6445,5074,4587,4361,3747,2829,2241,1819,1596,898,574,362,19346,20934,21081,19798,15690,12577,10548,9966,8659,7805,5589,5453,3661,3403,2011,1461,773
NGA,NIGERIA,,OYO,NG031,IBARAPA EAST,NG031012,1,True,100033,101968,202001,11486,12353,12379,11429,9905,7339,6263,6342,4838,4606,3230,3419,1985,2068,1149,816,426,11984,12992,12824,12433,11758,8120,5926,5521,4751,4274,3135,2781,1829,1553,1098,616,373,23470,25345,25203,23862,21663,15459,12189,11863,9589,8880,6365,6200,3814,3621,2247,1432,799
NGA,NIGERIA,,OYO,NG031,IBARAPA NORTH,NG031013,1,True,80470,83461,163931,9738,10362,10247,9011,6585,6056,5439,5261,4132,3671,2797,2226,1693,1798,689,512,253,10217,11116,11317,10137,7942,6103,5029,4629,4242,3545,3103,1680,1574,1267,793,472,295,19955,21478,21564,19148,14527,12159,10468,9890,8374,7216,5900,3906,3267,3065,1482,984,548
NGA,NIGERIA,,OYO,NG031,IDO,NG031014,1,True,87587,88505,176092,10747,10546,11212,8707,7192,6427,5864,5242,4657,4095,3287,2988,2262,1892,1181,765,523,10936,10328,11414,9463,8128,7221,5951,5519,4505,4069,2918,2836,1971,1602,860,492,292,21683,20874,22626,18170,15320,13648,11815,10761,9162,8164,6205,5824,4233,3494,2041,1257,815
NGA,NIGERIA,,OYO,NG031,IREPO,NG031015,1,True,98448,105577,204025,12789,14501,13793,10778,7698,7472,7076,6853,4854,4240,2372,2454,1180,1207,562,376,243,13476,15682,15600,12550,8792,6791,6222,6407,5785,4367,3422,2153,1573,1432,607,481,237,26265,30183,29393,23328,16490,14263,13298,13260,10639,8607,5794,4607,2753,2639,1169,857,480
NGA,NIGERIA,,OYO,NG031,ISEYIN,NG031016,1,True,247767,250730,498497,28661,30786,31925,27960,20823,18247,16126,16255,12859,11755,8157,8283,5427,5157,2642,1900,804,30001,32800,33843,31046,24088,18144,15048,13566,12611,10733,8557,6147,4906,4008,2693,1623,916,58662,63586,65768,59006,44911,36391,31174,29821,25470,22488,16714,14430,10333,9165,5335,3523,1720
